node,nodeline,fuel,generation
HR00,HR00,Gas,2.99002869
HR00,HR00,Hydro,8658.53203278
HR00,HR00,Solar,3179.08056811
HR00,HR00,Wind Onshore,6601.95940308
HR00,HR00,Other Non RES,1742.4
HR00,HR00,Other RES,2787.84
HR00,HR00H2R1,Solar,3152.5237727
HR00,HR00H2R1,Wind Onshore,20366.93959394
HR00,HR00RETE,Solar,2383.81205429
HU00,HU00,Gas,1931.02408124
HU00,HU00,Hydro,222.91394231
HU00,HU00,Solar,14425.88743419
HU00,HU00,Wind Onshore,662.22101942
HU00,HU00,Other Non RES,1123.64188712
HU00,HU00,Other RES,2666.24113024
HU00,HU00H2R1,Solar,11961.23420792
HU00,HU00H2R1,Wind Onshore,47399.325133449995
HU00,HU00RETE,Solar,11871.014419919999
IE00,IE00,Gas,3734.5080289899997
IE00,IE00,Hydro,694.45312501
IE00,IE00,Solar,584.58076685
IE00,IE00,Wind Onshore,3883.96101358
IE00,IE00,Other Non RES,171.48152163
IE00,IE00,Other RES,458.09944742
IE00,IE00,Wind Offshore,88085.62569151
IE00,IE00,Biofuels,71.94441008
IE00,IE00H2R1,Solar,333.10905269
IE00,IE00H2R1,Wind Onshore,7512.99902196
IE00,IE00H2R4,Solar,968.55254828
IE00,IE00H2R4,Wind Onshore,11948.34328567
IE00,IE00H2R4,Wind Offshore,9995.389963910002
IE00,IE00RETE,Solar,961.7427924599999
IT00,IT00,Gas,106988.49082624
IT00,IT00,Hydro,56071.7731134
IT00,IT00,Solar,68114.26402335
IT00,IT00,Wind Onshore,34170.0706927
IT00,IT00,Other Non RES,13315.08617273
IT00,IT00,Other RES,22758.080591399998
IT00,IT00,Wind Offshore,32862.183434570004
IT00,IT00H2R1,Solar,72052.69240689001
IT00,IT00H2R1,Wind Onshore,34538.32182423
IT00,IT00HER4,Solar,4754.60532411
IT00,IT00HER4,Wind Onshore,3402.79922713
IT00,IT00HER4,Wind Offshore,2855.60846663
IT00,IT00RETE,Solar,115153.59272645002
LT00,LT00,Gas,136.76250234
LT00,LT00,Hydro,1293.85110183
LT00,LT00,Solar,1473.43638377
LT00,LT00,Wind Onshore,5710.89059646
LT00,LT00,Other Non RES,1170.45339876
LT00,LT00,Other RES,1839.21124417
LT00,LT00,Wind Offshore,6881.25062492
LT00,LT00H2R1,Solar,540.90925388
LT00,LT00H2R1,Wind Onshore,7714.524913380001
LT00,LT00RETE,Solar,1193.17487616
LUG1,LUG1,Gas,99.57242925
LUG1,LUG1,Hydro,113.61540247
LUG1,LUG1,Solar,2270.49665933
LUG1,LUG1,Wind Onshore,1289.76158422
LUG1,LUG1,Other Non RES,826.01800909
LUG1,LUG1,Other RES,650.63338847
LUG1,LUG1RETE,Solar,677.9066908
LUV1,LUV1,Hydro,438.80585317
LV00,LV00,Gas,145.8902698
LV00,LV00,Hydro,3135.4486553
LV00,LV00,Solar,711.13213024
LV00,LV00,Wind Onshore,682.7613325499999
LV00,LV00,Other RES,2600.24825308
LV00,LV00,Wind Offshore,5026.99576786
LV00,LV00H2R1,Solar,570.76110631
LV00,LV00H2R1,Wind Onshore,2527.33513334
LV00,LV00RETE,Solar,214.31722033
ME00,ME00,Hydro,3722.7335793800003
ME00,ME00,Solar,6326.72743538
ME00,ME00,Wind Onshore,2336.12247441
ME00,ME00,Other RES,394.80601204
MK00,MK00,Hydro,3206.8529640999996
MK00,MK00,Solar,13643.534779759999
MK00,MK00,Wind Onshore,551.5340941
MK00,MK00,Other RES,211.26586898
MK00,MK00RETE,Solar,55.1207057
MT00,MT00,Gas,1519.10206154
MT00,MT00,Solar,985.3152187100001
MT00,MT00,Wind Onshore,2094.14415534
MT00,MT00,Wind Offshore,292.18043896
MT00,MT00RETE,Solar,325.11917863
NL00,NL00,Gas,79648.16504295
NL00,NL00,Hydro,114.69622917
NL00,NL00,Solar,43325.07436207
NL00,NL00,Wind Onshore,22065.6542455
NL00,NL00,Other Non RES,1480.78354016
NL00,NL00,Other RES,1923.41468895
NL00,NL00,Wind Offshore,252241.80563723
NL00,NL00H2R1,Solar,12536.42682624
NL00,NL00H2R1,Wind Onshore,17476.37205378
NL00,NL00H2R4,Solar,928.91902617
NL00,NL00H2R4,Wind Offshore,7881.15654559
NL00,NL00RETE,Solar,49429.255945950004
NOM1,NOM1,Hydro,19153.17257754
NOM1,NOM1,Solar,78.65891524
NOM1,NOM1,Wind Onshore,15876.10663944
NOM1,NOM1,Other Non RES,169.09825997
NON1,NON1,Hydro,21173.75120517
NON1,NON1,Wind Onshore,18555.91138812
NON1,NON1,Other Non RES,1552.21883695
NON1,NON1,Other RES,0.23538
NOS0,NOS0,Hydro,95755.5369874
NOS0,NOS0,Solar,45.07165773
NOS0,NOS0,Wind Onshore,24162.60324295
NOS0,NOS0,Other Non RES,428.97534187
NOS0,NOS0,Wind Offshore,6240.76570445
PL00,PL00,Gas,45860.26764914
PL00,PL00,Hydro,2825.83664512
PL00,PL00,Solar,5749.88555226
PL00,PL00,Wind Onshore,37245.40347497
PL00,PL00,Other Non RES,17309.48022668
PL00,PL00,Other RES,1915.76108541
PL00,PL00,Wind Offshore,56467.88761655
PL00,PL00H2R1,Solar,3740.39449677
PL00,PL00H2R1,Wind Onshore,82826.41723959
PL00,PL00HER4,Solar,11317.97663233
PL00,PL00HER4,Wind Onshore,46750.23473789
PL00,PL00HER4,Wind Offshore,6129.87808639
PL00,PL00RETE,Solar,20704.84843192
PT00,PT00,Gas,5064.85748374
PT00,PT00,Hydro,15270.571882549999
PT00,PT00,Solar,20948.21469242
PT00,PT00,Wind Onshore,25932.43353623
PT00,PT00,Other Non RES,2135.28663851
PT00,PT00,Other RES,5785.76709822
PT00,PT00,Wind Offshore,2442.80105715
PT00,PT00H2R1,Solar,18143.4106619
PT00,PT00H2R1,Wind Onshore,40841.87623664
PT00,PT00RETE,Solar,12577.58600903
RO00,RO00,Gas,9831.657566450001
RO00,RO00,Hydro,19321.26471622
RO00,RO00,Solar,8227.33884149
RO00,RO00,Wind Onshore,11183.356475330002
RO00,RO00,Other RES,1915.22319998
RO00,RO00,Nuclear,4679.36617154
RO00,RO00H2R1,Solar,27092.77793123
RO00,RO00H2R1,Wind Onshore,84570.76034348001
RO00,RO00H2R4,Solar,2400.82779965
RO00,RO00H2R4,Wind Onshore,2587.98433792
RO00,RO00RETE,Solar,13989.911330269999
RS00,RS00,Gas,610.5471538300001
RS00,RS00,Hydro,13554.413410559999
RS00,RS00,Solar,940.57996097
RS00,RS00,Wind Onshore,10745.090133599999
RS00,RS00,Other RES,1736.29323648
RS00,RS00RETE,Solar,107.68018864
SE01,SE01,Hydro,18721.07943028
SE01,SE01,Solar,510.1023352
SE01,SE01,Wind Onshore,2906.17154912
SE01,SE01,Other RES,844.3321612699999
SE01,SE01,Wind Offshore,2622.62821105
SE01,SE01H2R1,Solar,64.29570116
SE01,SE01H2R1,Wind Onshore,4404.87081185
SE01,SE01RETE,Solar,686.68155875
SE02,SE02,Gas,7.632216
SE02,SE02,Hydro,38643.80009734
SE02,SE02,Solar,371.29627014
SE02,SE02,Wind Onshore,7213.95577724
SE02,SE02,Other RES,2568.86870215
SE02,SE02,Wind Offshore,4267.81739114
SE02,SE02H2R1,Solar,328.7313523
SE02,SE02H2R1,Wind Onshore,6858.87838271
SE02,SE02RETE,Solar,1170.21964028
SE03,SE03,Gas,9.582888
SE03,SE03,Hydro,13021.72543374
SE03,SE03,Solar,5028.98451172
SE03,SE03,Wind Onshore,28956.56776075
SE03,SE03,Other RES,8444.64600285
SE03,SE03,Wind Offshore,27002.45030667
SE03,SE03H2R1,Solar,4687.77035541
SE03,SE03H2R1,Wind Onshore,36078.93022638
SE03,SE03RETE,Solar,9919.03642626
SE04,SE04,Gas,30.35214486
SE04,SE04,Hydro,1203.50108
SE04,SE04,Solar,616.88425995
SE04,SE04,Wind Onshore,7838.7985837
SE04,SE04,Other RES,3087.72730439
SE04,SE04,Wind Offshore,7482.2041748
SE04,SE04H2R1,Solar,1683.02934373
SE04,SE04H2R1,Wind Onshore,13841.24147592
SE04,SE04RETE,Solar,2507.8780756
SI00,SI00,Gas,483.62462918999995
SI00,SI00,Hydro,5924.16005756
SI00,SI00,Solar,4307.04718477
SI00,SI00,Wind Onshore,392.07101286
SI00,SI00,Other Non RES,1655.28
SI00,SI00,Other RES,879.912
SI00,SI00,Wind Offshore,119.73735082
SI00,SI00H2R1,Solar,519.2760691999999
SI00,SI00H2R1,Wind Onshore,277.24034836
SI00,SI00RETE,Solar,4498.16288825
SK00,SK00,Gas,2140.6091141999996
SK00,SK00,Hydro,2644.39559337
SK00,SK00,Solar,804.78144463
SK00,SK00,Wind Onshore,785.03530103
SK00,SK00,Other Non RES,701.07783204
SK00,SK00,Other RES,2840.0194202000002
SK00,SK00,Biofuels,1677.80095705
SK00,SK00,Nuclear,10225.19652089
SK00,SK00H2R1,Solar,336.09832338
SK00,SK00H2R1,Wind Onshore,386.22319393
SK00,SK00RETE,Solar,1654.7730705199997
TR00,TR00,Gas,225417.93586319
TR00,TR00,Hydro,82083.98016456
TR00,TR00,Solar,76442.62827252
TR00,TR00,Wind Onshore,116578.33365346999
TR00,TR00,Other Non RES,8318.43420354
TR00,TR00,Other RES,28121.36259995
UA01,UA01,Gas,174.65005132
UA01,UA01,Solar,1306.92524346
UA01,UA01,Wind Onshore,2922.75066557
UK00,UK00,Gas,23691.22925524
UK00,UK00,Hydro,6436.59440754
UK00,UK00,Solar,19569.04826437
UK00,UK00,Wind Onshore,111031.43136026
UK00,UK00,Other Non RES,1340.4889884
UK00,UK00,Other RES,41185.56622124
UK00,UK00,Wind Offshore,425746.82323987
UK00,UK00,Nuclear,31166.99124894
UK00,UK00H2R1,Solar,15948.09193174
UK00,UK00H2R1,Wind Onshore,45589.41341497
UK00,UK00H2R4,Solar,2482.42685701
UK00,UK00H2R4,Wind Onshore,4025.91675225
UK00,UK00H2R4,Wind Offshore,13454.349841000001
UK00,UK00RETE,Solar,73663.5704588
UKNI,UKNI,Gas,1676.5018769100002
UKNI,UKNI,Hydro,50.77642951
UKNI,UKNI,Solar,208.36843394
UKNI,UKNI,Wind Onshore,3269.2098199
UKNI,UKNI,Other Non RES,76.17495924
UKNI,UKNI,Other RES,16939.00251822
UKNI,UKNI,Wind Offshore,14722.103726889998
UKNI,UKNI,Biofuels,79.94256222
UKNI,UKNIH2R1,Solar,95.20432672
UKNI,UKNIH2R1,Wind Onshore,4018.36202035
UKNI,UKNIRETE,Solar,184.57796839
