node,nodeline,fuel,generation
PL00,PL00H2R4,Wind Onshore,2052.28104828
PL00,PL00H2R4,Wind Offshore,3386.98038067
PL00,PL00HER4,Solar,239.70130564
PL00,PL00HER4,Wind Onshore,1221.29145179
PL00,PL00HER4,Wind Offshore,4585.6598021
PL00,PL00RETE,Solar,12684.35454179
PT00,PT00,Gas,5156.86540633
PT00,PT00,Hydro,13660.783379229999
PT00,PT00,Solar,12613.29325212
PT00,PT00,Wind Onshore,26734.39954995
PT00,PT00,Other Non RES,2093.72765437
PT00,PT00,Other RES,5668.1484337599995
PT00,PT00,Wind Offshore,3095.15370816
PT00,PT00H2R1,Solar,19170.5673245
PT00,PT00H2R1,Wind Onshore,26283.89558922
PT00,PT00H2R4,Solar,2404.14639622
PT00,PT00H2R4,Wind Onshore,2065.18042876
PT00,PT00H2R4,Wind Offshore,318.59460049
PT00,PT00RETE,Solar,5426.1645899800005
RO00,RO00,Gas,12129.527794029998
RO00,RO00,Hydro,16516.49712445
RO00,RO00,Solar,2941.3111056
RO00,RO00,Wind Onshore,11942.570377510001
RO00,RO00,Other RES,1918.94523213
RO00,RO00,Nuclear,21831.01338432
RO00,RO00H2R1,Solar,1717.53688086
RO00,RO00H2R1,Wind Onshore,9365.3179739
RO00,RO00RETE,Solar,4716.28412777
RS00,RS00,Gas,775.76549904
RS00,RS00,Hydro,10032.83458861
RS00,RS00,Solar,307.09657637
RS00,RS00,Wind Onshore,11455.56948338
RS00,RS00,Other RES,1741.0764134400001
SE01,SE01,Hydro,21478.35065747
SE01,SE01,Solar,156.52358233
SE01,SE01,Wind Onshore,3472.02955016
SE01,SE01,Other RES,855.45845883
SE01,SE01,Wind Offshore,2301.77379593
SE01,SE01H2R1,Wind Onshore,101.46626379
SE01,SE01RETE,Solar,243.26497561
SE02,SE02,Gas,0.161244
SE02,SE02,Hydro,36781.89619385
SE02,SE02,Solar,285.89271975
SE02,SE02,Wind Onshore,9463.31098424
SE02,SE02,Other RES,2663.93278033
SE02,SE02,Wind Offshore,4203.58996128
SE02,SE02H2R1,Wind Onshore,4374.63006639
SE02,SE02RETE,Solar,526.24839981
SE03,SE03,Gas,4.278075
SE03,SE03,Hydro,11354.73166961
SE03,SE03,Solar,1542.45951832
SE03,SE03,Wind Onshore,35175.481054560005
SE03,SE03,Other RES,8419.14104045
SE03,SE03,Wind Offshore,23879.71501106
SE03,SE03,Nuclear,20857.32349615
SE03,SE03H2R1,Wind Onshore,9149.56492387
SE03,SE03RETE,Solar,3827.76365051
SE04,SE04,Hydro,1186.0235
SE04,SE04,Solar,421.51788144
SE04,SE04,Wind Onshore,8414.94047686
SE04,SE04,Other RES,3015.85799205
SE04,SE04,Wind Offshore,6702.47979939
SE04,SE04H2R1,Wind Onshore,14451.523791
SE04,SE04RETE,Solar,1029.17558734
SI00,SI00,Gas,333.98284813000004
SI00,SI00,Hydro,5691.92533824
SI00,SI00,Solar,2505.56318463
SI00,SI00,Wind Onshore,398.86138775
SI00,SI00,Other Non RES,1659.84
SI00,SI00,Other RES,882.336
SI00,SI00,Nuclear,14674.14965487
SI00,SI00H2R1,Solar,55.28661428
SI00,SI00RETE,Solar,3662.62045405
SK00,SK00,Gas,697.70882972
SK00,SK00,Hydro,2352.95794101
SK00,SK00,Solar,541.28263592
SK00,SK00,Wind Onshore,863.53783788
SK00,SK00,Other Non RES,703.30251595
SK00,SK00,Other RES,2848.2856718599996
SK00,SK00,Biofuels,1563.47365524
SK00,SK00,Nuclear,25412.43782701
SK00,SK00H2R1,Solar,60.45378659
SK00,SK00H2R1,Wind Onshore,27.75577715
SK00,SK00RETE,Solar,753.09036721
TR00,TR00,Gas,244420.47165536002
TR00,TR00,Hydro,64408.749758930004
TR00,TR00,Solar,78294.49227702999
TR00,TR00,Wind Onshore,114359.28537521999
TR00,TR00,Other Non RES,8354.34863836
TR00,TR00,Other RES,28207.809099950002
TR00,TR00,Oil,472.24262116
UA01,UA01,Gas,3.36311603
UA01,UA01,Hydro,270.22720222
UA01,UA01,Solar,901.6618775200001
UA01,UA01,Wind Onshore,531.82217675
UK00,UK00,Gas,12798.63215034
UK00,UK00,Hydro,7239.32156912
UK00,UK00,Solar,12374.01561346
UK00,UK00,Wind Onshore,118264.86127918001
UK00,UK00,Other Non RES,1403.8264376999998
UK00,UK00,Other RES,43094.39274088
UK00,UK00,Oil,3.7347
UK00,UK00,Wind Offshore,369461.51886405
UK00,UK00,Nuclear,98178.87594596
UK00,UK00H2R1,Solar,3702.91076278
UK00,UK00H2R1,Wind Onshore,16690.68934305
UK00,UK00H2R4,Wind Offshore,16329.031729909999
UK00,UK00HER4,Wind Offshore,11081.197291210001
UK00,UK00RETE,Solar,51140.44366928
UKNI,UKNI,Gas,1067.9798744500001
UKNI,UKNI,Hydro,48.20689731
UKNI,UKNI,Solar,143.51600981
UKNI,UKNI,Wind Onshore,3309.29136601
UKNI,UKNI,Other Non RES,72.3584287
UKNI,UKNI,Other RES,16876.62997427
UKNI,UKNI,Wind Offshore,5966.803035659999
UKNI,UKNI,Biofuels,97.51333378
UKNI,UKNIH2R1,Solar,68.5929684
UKNI,UKNIH2R1,Wind Onshore,3230.84435532
UKNI,UKNIRETE,Solar,87.81552518
